FBgn0000008	Q9W283
FBgn0036239	X2JCC3
FBgn0036240	Q7K155
FBgn0036242	Q9VTS7
FBgn0036246	Q9VTT1
FBgn0036248	Q9VTT3
FBgn0036249	A0A0S0WNE9
FBgn0036250	Q9VTT6
FBgn0036254	Q9VTU0
FBgn0036255	Q9VTU1
FBgn0036257	Q9VTU3
FBgn0036258	Q9VTU4
FBgn0036259	M9PFD5
FBgn0036260	Q9VTU7
FBgn0036262	Q9VTU9
FBgn0036263	Q9VTV1
FBgn0036264	Q9VTV2
FBgn0036266	Q9VTV4
FBgn0036271	Q9VTV9
FBgn0036272	X2JGL7
FBgn0036273	Q9VTW2
FBgn0036274	Q9VTW3
FBgn0036277	Q9VTW6
FBgn0036278	M9PF00
FBgn0036279	M9PI37
FBgn0036282	Q9VTX2
FBgn0036285	Q8T0M4
FBgn0036286	Q9VTX8
FBgn0036287	A8JNS0
FBgn0036288	Q9VTY0
FBgn0036289	Q9VTY1
FBgn0036290	Q9VTY2
FBgn0036291	Q9VTY4
FBgn0036292	Q9VTY5
FBgn0036294	M9PFA9
FBgn0036298	Q9VTZ4
FBgn0036299	Q9VTZ5
FBgn0036300	Q9VTZ6
FBgn0036301	Q9VTZ7
FBgn0036302	B7Z0B0
FBgn0036305	Q8IQI3
FBgn0036306	Q95RI2
FBgn0036309	Q8MQJ8
FBgn0036310	Q9VU11
FBgn0036311	Q8IQI1
FBgn0036314	Q9VU15
FBgn0036316	Q9VU17
FBgn0036317	Q9VU18
FBgn0036318	Q9VU19
FBgn0036319	Q9VU20
FBgn0036320	Q9VU21
FBgn0036321	Q9VU22
FBgn0036323	Q9VU24
FBgn0036324	Q9VU25
FBgn0036325	Q9VU26
FBgn0036327	Q9VU28
FBgn0036328	Q9VU29
FBgn0036329	Q9VU30
FBgn0036330	Q9VU31
FBgn0036332	Q9VU33
FBgn0036333	Q9VU34
FBgn0036334	Q9VU35
FBgn0036335	Q9VU36
FBgn0036336	Q9VU37
FBgn0036337	Q9VU38
FBgn0036340	Q9VU43
FBgn0036341	Q9VU45
FBgn0036342	Q9VU46
FBgn0036343	Q9VU47
FBgn0036345	Q9VU49
FBgn0036346	Q9VU50
FBgn0036348	Q9VU57
FBgn0036349	Q9VU59
FBgn0036350	Q9VU60
FBgn0036351	Q9VU61
FBgn0036352	Q8SXH1
FBgn0036353	Q8IQJ7
FBgn0036354	Q9VU65
FBgn0036356	Q9VU67
FBgn0036359	Q9VU70
FBgn0036360	Q9VU71
FBgn0036361	Q9VU72
FBgn0036362	Q8IQJ4
FBgn0036363	Q9VU74
FBgn0036364	Q9VU75
FBgn0036365	Q9VU76
FBgn0036366	Q9VU77
FBgn0036367	Q9VU78
FBgn0036368	Q9VU79
FBgn0036369	M9PI51
FBgn0036372	Q9VU84
FBgn0036373	Q9VU85
FBgn0036374	Q9VU86
FBgn0036376	Q9VU88
FBgn0036377	Q9VU89
FBgn0036380	Q9VU92
FBgn0036381	Q9VU95
FBgn0036382	Q9VU96
FBgn0036386	Q9VUA0
FBgn0036389	Q9VUA5
FBgn0036390	Q9VUA6
FBgn0036391	Q86BI1
FBgn0036393	Q9VUB0
FBgn0036394	Q9VUB1
FBgn0036395	Q8SZ13
FBgn0036396	Q9VUB3
FBgn0036397	Q9VUB4
FBgn0036398	Q9VUB5
FBgn0036402	Q9VUB9
FBgn0036403	Q95TY8
FBgn0036405	Q9VUC3
FBgn0036406	Q9VUC4
FBgn0036410	Q9VUC9
FBgn0036411	M9PFG6
FBgn0036414	M9PI57
FBgn0036415	Q7K2I4
FBgn0036416	Q9VUD8
FBgn0036417	M9PF81
FBgn0036419	Q9VUE1
FBgn0036421	Q9VUE3
FBgn0036422	Q9VUE4
FBgn0036423	M9PF86
FBgn0036426	Q9VUE9
FBgn0036427	Q9VUF0
FBgn0036428	Q9VUF3
FBgn0036433	Q9VUF9
FBgn0036436	Q9VUG2
FBgn0036437	Q9VUG3
FBgn0036438	Q9VUG4
FBgn0036439	Q9VUG5
FBgn0036440	Q9VUG6
FBgn0036441	Q7KUL3
FBgn0036442	Q9VUG9
FBgn0036443	Q9VUH0
FBgn0036446	Q9VUH4
FBgn0036447	Q9VUH5
FBgn0036448	Q9VUH6
FBgn0036449	E1JI03
FBgn0036450	Q9VUH8
FBgn0036451	Q9VUH9
FBgn0036454	Q7KUK9
FBgn0036459	Q9VUI7
FBgn0036460	M9NE98
FBgn0036461	A4IJ72
FBgn0036462	Q9VUJ0
FBgn0036463	Q9VUJ2
FBgn0036465	Q9VUJ4
FBgn0036466	Q9VUJ7
FBgn0036467	Q9VUJ8
FBgn0036468	Q9VUJ9
FBgn0036469	Q9VUK0
FBgn0036470	Q9VUK1
FBgn0036471	Q9VUK2
FBgn0036474	Q9VUK5
FBgn0036476	Q9VUK7
FBgn0036479	Q9VUL2
FBgn0036480	M9MSL4
FBgn0036481	Q9VUL4
FBgn0036482	Q8IQM0
FBgn0036483	Q9VUL6
FBgn0036484	Q9VUL8
FBgn0036485	Q9VUL9
FBgn0036486	Q9VUM0
FBgn0036487	Q9VUM1
FBgn0036488	Q9VUM2
FBgn0036489	Q9VUM3
FBgn0036490	Q9VUM4
FBgn0036491	Q9VUM6
FBgn0036492	Q9VUM7
FBgn0036493	Q2PDY3
FBgn0036494	Q9VUN0
FBgn0036495	Q7KUM2
FBgn0036496	Q9VUN2
FBgn0036497	Q9VUN3
FBgn0036498	Q9VUN5
FBgn0036499	Q7KUM9
FBgn0036500	Q9VUN7
FBgn0036501	Q9VUN8
FBgn0036502	Q9VUP0
FBgn0036503	Q9VUP6
FBgn0036504	Q9VUP8
FBgn0036505	Q95RY2
FBgn0036509	Q9VUQ7
FBgn0036510	Q9VUQ8
FBgn0036512	Q9VUR0
FBgn0036514	Q9VUR2
FBgn0036515	Q9VUR3
FBgn0036516	Q9VUR4
FBgn0036518	B7Z058
FBgn0036519	Q9VUR7
FBgn0036520	Q9VUR8
FBgn0036522	Q9VUS0
FBgn0036527	Q8IA44
FBgn0036528	Q8IA41
FBgn0036529	Q9VUT6
FBgn0036531	Q7KUN6
FBgn0036532	Q9VUU1
FBgn0036534	Q5U127
FBgn0036536	Q9VUU6
FBgn0036537	Q9VUU7
FBgn0036538	Q9VUU8
FBgn0036544	Q9VUV4
FBgn0036545	Q9VUV6
FBgn0036547	Q9VUV8
FBgn0036549	Q9VUW0
FBgn0036550	Q9VUW1
FBgn0036551	Q9VUW2
FBgn0036552	Q9VUW3
FBgn0036553	Q9VUW4
FBgn0036556	M9PFN0
FBgn0036557	Q9VUX1
FBgn0036560	Q9VUX4
FBgn0036563	Q9VUX8
FBgn0036565	Q9VUY0
FBgn0036566	Q9VUY1
FBgn0036567	Q9VUY2
FBgn0036568	Q8T4C4
FBgn0036569	Q9VUY4
FBgn0036570	Q95TS5
FBgn0036571	Q9VUY8
FBgn0036574	Q86BP6
FBgn0036575	Q9VUZ3
FBgn0036576	Q9VUZ4
FBgn0036577	Q8IQN0
FBgn0036579	Q961B9
FBgn0036580	Q9VUZ8
FBgn0036581	Q9GYU7
FBgn0036583	Q9VV01
FBgn0036584	Q9VV02
FBgn0036585	M9MRW7
FBgn0036586	Q9VV06
FBgn0036587	Q9VV09
FBgn0036588	Q9VV10
FBgn0036589	Q9VV11
FBgn0036590	Q9VV13
FBgn0036591	Q9VV14
FBgn0036592	Q8SWS3
FBgn0036593	Q9VV17
FBgn0036594	Q9VV18
FBgn0036595	Q9VV19
FBgn0036596	Q9VV20
FBgn0036597	Q9VV21
FBgn0036598	Q9VV22
FBgn0036599	Q9VV23
FBgn0036600	Q9VV24
FBgn0036601	Q9VV25
FBgn0036602	Q9VV26
FBgn0036603	Q9VV27
FBgn0036605	Q9VV29
FBgn0036606	Q9VV30
FBgn0036607	Q9VV31
FBgn0036608	Q9VV32
FBgn0036609	Q9VV33
FBgn0036610	Q9VV35
FBgn0036612	Q0E8E2
FBgn0036614	Q9VV40
FBgn0036617	Q9VV44
FBgn0036618	Q9VV45
FBgn0036619	Q9VV46
FBgn0036620	Q9VV47
FBgn0036621	Q9VV48
FBgn0036622	Q9VV49
FBgn0036623	D5AEK7
FBgn0036624	Q9VV52
FBgn0036627	Q9VV55
FBgn0036629	Q9VV59
FBgn0036638	Q9VV70
FBgn0036639	Q9VV71
FBgn0036640	Q9VV73
FBgn0036641	Q9VV74
FBgn0036643	Q9VV76
FBgn0036648	Q9VV83
FBgn0036652	Q9VV90
FBgn0036654	Q86BI7
FBgn0036655	Q9VV94
FBgn0036656	Q9VV95
FBgn0036659	Q9VV98
FBgn0036661	Q9VVA0
FBgn0036662	A0A4D6K3L8
FBgn0036663	M9NFH8
FBgn0036665	M9NEC4
FBgn0036666	Q9VVA7
FBgn0036667	Q9VVA8
FBgn0036668	Q9VVA9
FBgn0036670	Q8IQN9
FBgn0036671	Q9VVB4
FBgn0036676	Q7KUQ4
FBgn0036677	Q9VVC0
FBgn0036678	Q9VVC1
FBgn0036679	Q9VVC2
FBgn0036680	Q9VVC3
FBgn0036681	Q7KUQ3
FBgn0036684	E3CTN7
FBgn0036685	Q9VVC8
FBgn0036686	Q9VVC9
FBgn0036687	Q9VVD0
FBgn0036688	Q9VVD2
FBgn0036689	Q9VVD3
FBgn0036690	Q4V5V6
FBgn0036691	Q8T3L6
FBgn0036695	Q9VVD9
FBgn0036696	Q9VVE0
FBgn0036697	Q9VVE2
FBgn0036698	Q9VVE3
FBgn0036702	Q8T4G5
FBgn0036703	Q9VVE7
FBgn0036704	Q9VVE8
FBgn0036705	Q9VVE9
FBgn0036706	Q9VVF0
FBgn0036707	Q9VVF1
FBgn0036708	Q9VVF2
FBgn0036709	Q9VVF3
FBgn0036710	Q9VVF4
FBgn0036711	Q9VVF5
FBgn0036712	Q8T8Z2
FBgn0036713	Q9VVF7
FBgn0036714	Q9VVF8
FBgn0036715	Q9VVG0
FBgn0036716	Q9VVG1
FBgn0036717	Q9VVG2
FBgn0036723	Q9VVH0
FBgn0036725	Q9VVH2
FBgn0036726	Q9VVH3
FBgn0036727	Q9VVH4
FBgn0036728	Q9VVH5
FBgn0036729	Q9VVH6
FBgn0036730	Q9VVH7
FBgn0036731	Q9VVH8
FBgn0036732	Q9VVH9
FBgn0036733	Q9VVI0
FBgn0036734	Q9VVI1
FBgn0036735	Q9VVI2
FBgn0036738	Q8T4A8
FBgn0036740	Q9VVI9
FBgn0036741	M9PFK5
FBgn0036742	Q9VVJ1
FBgn0036745	Q9VVJ7
FBgn0036746	M9PFU2
FBgn0036747	Q9VVJ9
FBgn0036749	Q9VVK1
FBgn0036750	Q9VVK2
FBgn0036751	Q9VVK4
FBgn0036752	Q9VVK5
FBgn0036754	Q9VVK8
FBgn0036756	Q9VVL0
FBgn0036757	Q9VVL1
FBgn0036759	Q8SXC0
FBgn0036760	Q9VVL5
FBgn0036761	Q9VVL6
FBgn0036763	Q9VVL8
FBgn0036764	Q9VVM0
FBgn0036765	Q9VVM1
FBgn0036766	Q9VVM2
FBgn0036767	Q9VVM3
FBgn0036768	Q9VVM4
FBgn0036769	Q7JZI2
FBgn0036770	Q9VVM6
FBgn0036771	Q9VVM7
FBgn0036772	Q9VVM8
FBgn0036773	Q9VVN1
FBgn0036774	Q9VVN2
FBgn0036775	Q8SYM9
FBgn0036777	Q7K121
FBgn0036778	Q9VVN6
FBgn0036780	Q9VVN9
FBgn0036781	Q9VVP0
FBgn0036782	Q9VVP2
FBgn0036783	Q9VVP3
FBgn0036784	Q9VVP4
FBgn0036785	M9PI93
FBgn0036786	Q9VVP8
FBgn0036787	Q9VVP9
FBgn0036789	A0A0S0WMT8
FBgn0036790	Q9VVQ1
FBgn0036791	Q9VVQ2
FBgn0036793	Q9VVQ4
FBgn0036795	Q9VVQ6
FBgn0036796	Q9VVQ7
FBgn0036799	Q9VVR0
FBgn0036801	Q8SY34
FBgn0036804	Q9VVR6
FBgn0036805	Q95SH2
FBgn0036806	Q9VVR9
FBgn0036807	A0A6M3Q724
FBgn0036808	Q9VVS1
FBgn0036809	Q9VVS2
FBgn0036810	Q9VVS3
FBgn0036811	Q9VVS4
FBgn0036812	Q9VVS5
FBgn0036813	Q9VVS6
FBgn0036814	Q8IQT4
FBgn0036815	Q7JWP6
FBgn0036816	Q9VVT2
FBgn0036817	M9NDV6
FBgn0036818	Q9VVT4
FBgn0036819	Q9VVT5
FBgn0036820	Q9VVT6
FBgn0036821	Q9VVT8
FBgn0036822	Q9VVT9
FBgn0036824	Q9VVU1
FBgn0036825	Q9VVU2
FBgn0036826	Q8SWX0
FBgn0036827	Q9VVU4
FBgn0036828	Q9VVU6
FBgn0036829	Q9VVU7
FBgn0036830	Q9VVU8
FBgn0036831	Q9VVU9
FBgn0036832	Q9VVV0
FBgn0036833	Q9VVV1
FBgn0036834	Q9VVV2
FBgn0036835	Q9VVV3
FBgn0036836	Q9VVV4
FBgn0036837	Q86BI9
FBgn0036838	Q9VVV7
FBgn0036839	Q9VVV8
FBgn0036842	Q9VVW2
FBgn0036843	Q9VVW3
FBgn0036844	Q9VVW5
FBgn0036846	M9PI97
FBgn0036847	Q9VVW7
FBgn0036848	Q9VVW8
FBgn0036849	Q9VVW9
FBgn0036850	Q9VVX0
FBgn0036851	M9PFM8
FBgn0036853	Q9VVX4
FBgn0036856	Q8MSW4
FBgn0036857	Q8SXQ1
FBgn0036858	Q9VVX9
FBgn0036859	Q9VVY0
FBgn0036860	Q9VVY1
FBgn0036861	Q9VVY2
FBgn0036862	Q9VVY3
FBgn0036868	Q9VVZ0
FBgn0036870	Q9VVZ4
FBgn0036871	Q9VVZ5
FBgn0036872	Q9VVZ6
FBgn0036873	Q9VVZ7
FBgn0036874	Q9VVZ8
FBgn0036875	B7Z080
FBgn0036876	Q9VW00
FBgn0036877	Q9VW01
FBgn0036878	Q9VW02
FBgn0036879	Q9VW03
FBgn0036880	Q4V6L8
FBgn0036881	M9PFX4
FBgn0036882	Q7JQV2
FBgn0036886	Q9VW10
FBgn0036887	Q9VW12
FBgn0036888	Q9VW13
FBgn0036889	Q9VW14
FBgn0036890	Q9VW17
FBgn0036891	Q9VW19
FBgn0036892	Q7KUT2
FBgn0036893	Q9VW21
FBgn0036895	Q9VW23
FBgn0036896	Q9VW24
FBgn0036897	B7Z078
FBgn0036899	Q9VW27
FBgn0036900	Q9VW28
FBgn0036905	Q9VW36
FBgn0036906	Q9VW38
FBgn0036908	Q9VW40
FBgn0036909	Q9VW41
FBgn0036910	Q9VW43
FBgn0036911	Q8WR19
FBgn0036913	M9PD06
FBgn0036915	Q9VW52
FBgn0036916	Q9VW53
FBgn0036918	Q9VW56
FBgn0036919	Q9VW57
FBgn0036920	Q9VW58
FBgn0036921	Q9VW59
FBgn0036922	Q9VW61
FBgn0036923	M9MS64
FBgn0036924	Q8T3W6
FBgn0036925	Q9VW64
FBgn0036926	Q9VW66
FBgn0036927	Q9VW68
FBgn0036928	Q95RF6
FBgn0036929	Q9VW70
FBgn0036931	Q9VW72
FBgn0036932	Q9VW73
FBgn0036934	Q9VW75
FBgn0036935	Q9VW76
FBgn0036936	Q9VW77
FBgn0036937	Q9VW78
FBgn0036938	Q9VW79
FBgn0036939	Q9VW80
FBgn0036940	Q9VW81
FBgn0036941	Q9VW82
FBgn0036942	Q9VW84
FBgn0036945	Q9VW87
FBgn0036947	Q9VW89
FBgn0036948	Q9VW90
FBgn0036949	Q9VW91
FBgn0036950	Q9VW92
FBgn0036951	Q9VW93
FBgn0036952	Q9VW94
FBgn0036953	Q9VW95
FBgn0036956	Q9VW98
FBgn0036958	Q9VWA0
FBgn0036959	Q9VWA2
FBgn0036962	Q9VWA6
FBgn0036964	Q9VWA8
FBgn0036967	Q9VWB1
FBgn0036969	Q9VWB4
FBgn0036970	Q9VPH9
FBgn0036973	Q9VPH8
FBgn0036974	Q9VPH7
FBgn0036975	Q9VPH6
FBgn0036977	M9NFL7
FBgn0036978	Q9VPH1
FBgn0036979	Q9VPG9
FBgn0036980	M9PG08
FBgn0036984	Q9VPG2
FBgn0036985	Q9VPG1
FBgn0036986	Q9VPG0
FBgn0036987	Q9VPF9
FBgn0036988	Q9VPF8
FBgn0036990	Q9VPF6
FBgn0036991	Q9VPF5
FBgn0036992	Q9VPF3
FBgn0036993	Q9VPF2
FBgn0036994	Q9VPF1
FBgn0036995	Q9VPF0
FBgn0036996	Q9VPE9
FBgn0036997	Q9VPE8
FBgn0036998	Q9VPE4
FBgn0036999	Q86PD7
FBgn0037000	Q9VPE3
FBgn0037001	Q9VPE2
FBgn0037003	Q9VPE0
FBgn0037004	Q9VPD9
FBgn0037005	Q9VPD8
FBgn0037007	Q9VPD6
FBgn0037008	Q9VPD5
FBgn0037009	Q9VPD4
FBgn0037011	Q9VPD2
FBgn0037012	Q8SXY5
FBgn0037013	Q9VPD0
FBgn0037014	Q9VPC7
FBgn0037015	A8JNW3
FBgn0037016	Q9VPC4
FBgn0037017	Q9VPC3
FBgn0037018	Q9VPC1
FBgn0037019	Q9VPB9
FBgn0037020	Q9VPB8
FBgn0037021	Q9VPB7
FBgn0037022	Q9VPB6
FBgn0037023	Q9VPB4
FBgn0037024	Q8IPU3
FBgn0037025	M9PIC9
FBgn0037026	Q9VPB1
FBgn0037027	Q9VPB0
FBgn0037028	Q9VPA9
FBgn0037030	Q9VPA5
FBgn0037031	Q9VPA2
FBgn0037035	Q9VP96
FBgn0037036	Q9VP95
FBgn0037037	Q9VP94
FBgn0037038	Q8T429
FBgn0037039	B7Z091
FBgn0037040	B7Z092
FBgn0037042	Q9VP89
FBgn0037044	Q9VP87
FBgn0037045	Q9VP86
FBgn0037046	Q9VP84
FBgn0037050	Q9VP78
FBgn0037051	Q9VP77
FBgn0037057	Q9VP68
FBgn0037059	Q9VP67
FBgn0037060	M9PFU5
FBgn0037061	Q9VP65
FBgn0037063	Q7KTW5
FBgn0037064	Q9VP62
FBgn0037065	Q7KTW4
FBgn0037067	Q9VP56
FBgn0037068	Q9VP55
FBgn0037069	Q9VP53
FBgn0037070	Q9VP51
FBgn0037071	Q9VP50
FBgn0037073	Q9VP47
FBgn0037074	Q9VP46
FBgn0037076	Q9VP44
FBgn0037078	M9PD67
FBgn0037081	Q7K204
FBgn0037082	Q9VP36
FBgn0037084	Q7JY00
FBgn0037085	B6VQ99
FBgn0037086	Q9VP30
FBgn0037087	Q9VP29
FBgn0037090	Q9VP25
FBgn0037092	M9PGC0
FBgn0037093	Q9VP22
FBgn0037094	Q7K0L4
FBgn0037098	M9PGC5
FBgn0037099	Q9VP16
FBgn0037100	Q8ITC7
FBgn0037101	Q8T4A3
FBgn0037102	Q9VP13
FBgn0037105	Q9VP10
FBgn0037106	B5RJJ4
FBgn0037107	Q9VP08
FBgn0037108	Q9VP06
FBgn0037109	Q9VP05
FBgn0037110	Q9VP04
FBgn0037114	Q9VP00
FBgn0037115	Q9VNZ9
FBgn0037116	Q9VNZ8
FBgn0037117	Q9VNZ7
FBgn0037120	Q9VNZ4
FBgn0037121	Q9VNZ3
FBgn0037122	Q9VNZ2
FBgn0037123	Q9VNZ1
FBgn0037124	Q9VNZ0
FBgn0037125	Q9VNY9
FBgn0037126	Q9VNY8
FBgn0037127	Q9VNY7
FBgn0037128	Q9VNY6
FBgn0037129	Q9VNY5
FBgn0037130	Q9VNY2
FBgn0037131	Q9VNY3
FBgn0037133	Q9VNY1
FBgn0037134	Q9VNX9
FBgn0037135	Q9VNX8
FBgn0037137	M9PFZ1
FBgn0037138	Q9VNX4
FBgn0037139	Q9VNX3
FBgn0037140	Q9VNX2
FBgn0037141	Q9VNX1
FBgn0037142	Q9VNX0
FBgn0037144	Q9VNW8
FBgn0037146	Q9VNW6
FBgn0037147	Q9VNW4
FBgn0037149	Q9VNW2
FBgn0037150	Q9VNW1
FBgn0037151	Q9VNW0
FBgn0037153	Q6NP60
FBgn0037156	Q9VNV2
FBgn0037162	Q9VNU3
FBgn0037163	Q9VNU2
FBgn0037164	Q9VNU1
FBgn0037165	Q9VNU0
FBgn0037166	Q9VNT9
FBgn0037167	Q9VNT8
FBgn0037169	Q9VNT6
FBgn0037170	Q9VNT5
FBgn0037171	A0A0S0WP43
FBgn0037172	Q9VNT3
FBgn0037174	Q59E08
FBgn0037175	Q9VNS9
FBgn0037176	B7Z0A0
FBgn0037177	Q9VNS7
FBgn0037178	Q9VNS4
FBgn0037179	Q9VNS5
FBgn0037180	Q9VNS4
FBgn0037181	Q9VNS3
FBgn0037182	A8JNX0
FBgn0037183	Q9VNS1
FBgn0037184	Q9VNR9
FBgn0037185	Q9VNR8
FBgn0037186	A8E6R2
FBgn0037188	Q7KTU3
FBgn0037191	Q9VNR1
FBgn0037195	Q8T452
FBgn0037197	Q9VNQ5
FBgn0037199	Q9VNQ3
FBgn0037200	Q8IPS4
FBgn0037202	Q9VNP8
FBgn0037203	Q9VNP7
FBgn0037204	Q9VNP6
FBgn0037205	Q9VNP5
FBgn0037206	Q9VNP4
FBgn0037207	Q9VNP3
FBgn0037213	Q9VMY3
FBgn0037215	Q9VMY5
FBgn0037217	Q9VMY7
FBgn0037218	Q9VMY8
FBgn0037220	Q95RB1
FBgn0037222	Q9VMZ3
FBgn0037224	Q9VMZ5
FBgn0037225	Q9VMZ6
FBgn0037227	Q9VMZ8
FBgn0037228	Q9VMZ9
FBgn0037229	A8JQS3
FBgn0037230	Q9VN01
FBgn0037231	Q9VN02
FBgn0037232	Q9VN03
FBgn0037234	Q8IPM6
FBgn0037235	Q960K3
FBgn0037236	Q7YZ95
FBgn0037238	Q9VN12
FBgn0037239	Q9VN13
FBgn0037240	Q9VN14
FBgn0037241	Q9VN16
FBgn0037242	Q9VN18
FBgn0037244	B9A0N7
FBgn0037248	Q8IPM1
FBgn0037249	Q9VN25
FBgn0037250	Q960G1
FBgn0037251	Q9VN27
FBgn0037252	Q9VN28
FBgn0037254	Q9VN30
FBgn0037255	Q9VN31
FBgn0037260	Q9VN36
FBgn0037261	Q9VN39
FBgn0037262	Q8IH24
FBgn0037263	Q9VN41
FBgn0037265	Q9VN45
FBgn0037270	Q9VN50
FBgn0037275	Q9VN56
FBgn0037276	Q9VN57
FBgn0037279	Q7JZB4
FBgn0037280	Q9I7P3
FBgn0037282	Q9VN63
FBgn0037283	Q9VN64
FBgn0037284	Q9VN65
FBgn0037288	Q9VN71
FBgn0037290	Q9VN73
FBgn0037291	Q9VN74
FBgn0037292	Q9VN75
FBgn0037293	Q9VN77
FBgn0037294	Q9VN80
FBgn0037295	A0A0B4LGN7
FBgn0037296	Q8T915
FBgn0037297	A0A0C4DHA5
FBgn0037298	Q9VN86
FBgn0037299	Q9VN88
FBgn0037301	Q95U54
FBgn0037304	Q9VN94
FBgn0037305	Q9VN95
FBgn0037307	Q9VN97
FBgn0037310	Q9VNA0
FBgn0037312	Q9VNA3
FBgn0037313	Q9VNA4
FBgn0037315	Q9VNA6
FBgn0037317	Q59E05
FBgn0037320	Q9VNB1
FBgn0037322	Q9VNB3
FBgn0037323	Q8I099
FBgn0037324	Q9VNB5
FBgn0037325	Q7JWT4
FBgn0037326	Q9VNB7
FBgn0037327	Q9NIV1
FBgn0037328	Q9VNB9
FBgn0037329	Q8IPQ6
FBgn0037330	Q9VNC1
FBgn0037332	A0A0B4LGM5
FBgn0037336	Q9VNC9
FBgn0037338	Q9VND2
FBgn0037339	Q9VND3
FBgn0037340	Q9VND4
FBgn0037341	Q8IGV3
FBgn0037342	Q9VND7
FBgn0037344	Q9VNE0
FBgn0037345	Q9VNE1
FBgn0037347	Q9VNE3
FBgn0037350	Q9VNE8
FBgn0037351	Q9VNE9
FBgn0037354	Q9VNF3
FBgn0037356	Q9VNF5
FBgn0037358	Q9VNF9
FBgn0037359	Q9VNG0
FBgn0037360	Q9VNG1
FBgn0037363	Q7KTS2
FBgn0037364	Q9VNG6
FBgn0037365	Q9VNG7
FBgn0037368	Q9VNH1
FBgn0037369	Q9VNH2
FBgn0037370	Q8I725
FBgn0037371	Q8MSU4
FBgn0037372	Q9VNH5
FBgn0037374	Q7K1V5
FBgn0037375	Q4QPP5
FBgn0037376	Q0KIB3
FBgn0037377	Q9VNI3
FBgn0037378	Q9VNI4
FBgn0037379	Q9VNI5
FBgn0037382	Q9VNI8
FBgn0037383	Q9VNI9
FBgn0037384	Q9VNJ0
FBgn0037385	Q9I7P6
FBgn0037386	A8JQU1
FBgn0037387	Q7JVN6
FBgn0037388	Q9VNJ3
FBgn0037391	Q960F7
FBgn0037395	A0A0B4K600
FBgn0037396	Q9VNK6
FBgn0037398	Q9VNK8
FBgn0037399	Q9VNK9
FBgn0037402	Q9VNL3
FBgn0037405	Q9VNL6
FBgn0037406	Q9VNL8
FBgn0037408	Q9VNM1
FBgn0037409	Q9VNM2
FBgn0037410	Q9VNM3
FBgn0037411	Q9VNM4
FBgn0037412	A0A0B4KF52
FBgn0037413	Q9VNM6
FBgn0037414	Q9VNM7
FBgn0037415	Q9VNM8
FBgn0037416	Q9VNM9
FBgn0037418	Q9VNN1
FBgn0037419	Q9VNN2
FBgn0037420	Q9VNN3
FBgn0037421	Q8IPR5
FBgn0037422	Q9VNN5
FBgn0037424	Q9VNN7
FBgn0037427	A0A0B4KGL7
FBgn0037428	Q9VNP0
FBgn0037429	Q9VI06
FBgn0037430	Q9VI07
FBgn0037431	Q9I7L3
FBgn0037432	Q9VI08
FBgn0037433	Q9VI09
FBgn0037435	Q8SX24
FBgn0037436	Q9VI12
FBgn0037439	Q9VI15
FBgn0037440	Q9VI16
FBgn0037442	Q9VI20
FBgn0037443	E1JJ71
FBgn0037445	A0A0B4KGM5
FBgn0037446	Q9VI24
FBgn0037447	Q9VI25
FBgn0037448	A0A0B4K6A7
FBgn0037449	Q9VI27
FBgn0037454	Q9VI32
FBgn0037455	Q9VI33
FBgn0037456	Q9VI34
FBgn0037460	Q4V5H8
FBgn0037461	Q9VI39
FBgn0037462	Q9VI40
FBgn0037463	Q9VI51
FBgn0037464	Q86BB0
FBgn0037465	Q9VI53
FBgn0037466	Q9VI54
FBgn0037467	Q9VI55
FBgn0037468	Q9VI56
FBgn0037469	Q9VI57
FBgn0037470	Q9VI58
FBgn0037472	Q9VI64
FBgn0037473	Q9VI65
FBgn0037475	A0A0B4KFD8
FBgn0037477	Q9VI69
FBgn0037478	Q9VI70
FBgn0037481	Q9I7L4
FBgn0037482	Q9VI74
FBgn0037483	Q8T3W3
FBgn0037485	A0A1Z1CGZ4
FBgn0037486	Q9VI79
FBgn0037487	Q9VI80
FBgn0037488	Q9VI81
FBgn0037489	Q9VI82
FBgn0037490	Q9VI83
FBgn0037491	Q9VI84
FBgn0037492	Q9VI85
FBgn0037498	Q9VI96
FBgn0037500	Q9VI98
FBgn0037501	Q9VIA5
FBgn0037502	Q9VIA6
FBgn0037503	Q9VIA7
FBgn0037504	Q8STI6
FBgn0037506	Q9VIB2
FBgn0037512	Q9VI05
FBgn0037513	Q9VI04
FBgn0037514	Q9VI03
FBgn0037515	Q9V3Z2
FBgn0037516	Q9VI02
FBgn0037517	Q8SYU5
FBgn0037518	Q9VI00
FBgn0037519	Q9VHZ9
FBgn0037520	Q9VHZ8
FBgn0037521	A0A0B4KGD9
FBgn0037525	A8JQV3
FBgn0037526	Q8SXK2
FBgn0037529	Q8SXF0
FBgn0037530	Q9VHY6
FBgn0037531	Q9VHY2
FBgn0037533	A0A0B4KGE4
FBgn0037534	Q9VHX7
FBgn0037535	Q9VHX6
FBgn0037536	A0A0B4K6B9
FBgn0037537	Q9VHX4
FBgn0037538	Q9VHX2
FBgn0037539	Q9VHX1
FBgn0037540	Q9VHX0
FBgn0037541	A0A0B4KGF6
FBgn0037543	Q9VHW6
FBgn0037544	Q9VHW5
FBgn0037546	Q9VHW1
FBgn0037547	Q9VHW0
FBgn0037548	Q9VHV9
